Date of Transaction,Transaction Amount,Account Name,TransactionID,Transaction Type,Location (City),Alert Category,Account Number,Status,Current Balance
2024-09-10,-1184,Account 15015,T489686,Transfer out,Lake Sarahaven,Money Laundering,3607686063,No Risk,0
2024-02-03,-47,Account 70511,T172502,Transfer out,West Timothy,Investment Scam,3043239323,Risk,0
2024-03-02,-5285,Account 78688,T562513,Transfer out,Lawrenceberg,Money Laundering,8771774060,No Risk,0
2024-06-09,-3858,Account 14728,T509714,Transfer out,South Michael,Fraud,5832347327,No Risk,0
2024-03-12,-1993,Account 521,T355626,Transfer out,Elizabethshire,Money Laundering,2277462442,No Risk,0
2024-10-04,-3338,Account 98911,T499530,Transfer out,Patriciaville,Investment Scam,1778632714,No Risk,0
2024-05-21,-9345,Account 49324,T736205,Transfer out,Port Rebeccahaven,Fraud,3855321906,Risk,5435
2024-09-24,-1071,Account 18087,T382045,Transfer out,West Kaylabury,Fraud,6220990589,No Risk,0
2024-08-30,-1580,Account 17304,T834308,Transfer out,Robertton,Investment Scam,4620960021,No Risk,517
2024-03-18,-6149,Account 95219,T822753,Transfer out,Lake Madison,Tax Evasion,2177009389,No Risk,1470
2024-09-11,-3947,Account 79094,T485510,Transfer out,Martinezside,Investment Scam,2890447408,No Risk,0
2024-04-18,-4003,Account 69150,T378123,Transfer out,East Kellymouth,Money Laundering,5173612054,No Risk,0
2024-08-11,-7672,Account 53187,T214706,Transfer out,Brownland,Investment Scam,5154156473,No Risk,4971
2024-01-28,-7887,Account 3219,T996371,Transfer out,West Julie,Tax Evasion,1003072880,No Risk,6149
2024-03-19,-8301,Account 68810,T983140,Transfer out,Justinfort,Tax Evasion,6068396791,No Risk,2278
2024-07-12,-7105,Account 52764,T929843,Transfer out,Carlburgh,Money Laundering,4544523531,No Risk,3158
2024-09-29,-7998,Account 11464,T200171,Transfer out,Maloneshire,Tax Evasion,2971889735,No Risk,3729
2024-08-28,-2457,Account 333,T697061,Transfer out,Christineport,Tax Evasion,9434864919,No Risk,0
2024-03-13,-9914,Account 19267,T957424,Transfer out,New Jennifer,Tax Evasion,6704360288,No Risk,659
2024-02-20,-9829,Account 70289,T111738,Transfer out,Padillatown,Tax Evasion,7712744535,No Risk,1228
2024-02-24,-8931,Account 31119,T307860,Transfer out,Rachelside,Tax Evasion,2570620597,Risk,3462
2024-05-23,-5923,Account 91979,T870158,Transfer out,South Jefferyport,Money Laundering,9221165017,No Risk,340
2024-06-06,-1146,Account 60113,T372599,Transfer out,Thomasside,Fraud,7203797799,Risk,239
2024-08-21,-2401,Account 2121,T830500,Transfer out,South Jesse,Investment Scam,8087375577,No Risk,0
2024-11-06,-3673,Account 101018,T938910,Transfer out,Coltonville,Money Laundering,1936856948,No Risk,0
2024-04-14,-3355,Account 80749,T699663,Transfer out,New Adrianstad,Money Laundering,6617839646,No Risk,2330
2024-12-27,-7203,Account 64736,T907911,Transfer out,South Zacharyland,Fraud,9549022139,Risk,0
2024-05-10,-6764,Account 67936,T238412,Transfer out,Dianeland,Fraud,8598778905,No Risk,0
2024-12-31,-8767,Account 36226,T206113,Transfer out,North Bryce,Fraud,4119481152,No Risk,5817
2024-12-05,-5284,Account 52440,T786175,Transfer out,Garrisonside,Fraud,1949806410,No Risk,0
2024-02-24,-8899,Account 76247,T383983,Transfer out,Justinburgh,Investment Scam,7431202541,No Risk,6802
2024-10-24,-1136,Account 13023,T574550,Transfer out,Cynthiaport,Tax Evasion,6613543439,No Risk,0
2024-02-27,-8877,Account 106028,T471376,Transfer out,Port Adamfort,Investment Scam,9387796966,No Risk,75
2024-09-29,-6409,Account 41998,T724199,Transfer out,North Maria,Tax Evasion,2579333622,Risk,0
2024-09-11,-9753,Account 83388,T126423,Transfer out,Richardburgh,Money Laundering,1261517231,No Risk,6846
2024-02-22,-9780,Account 89536,T854185,Transfer out,Jacobsontown,Tax Evasion,3080737111,No Risk,1463
2024-07-29,-5115,Account 20454,T504291,Transfer out,Josephberg,Money Laundering,7948981044,No Risk,1165
2024-05-13,-6674,Account 34884,T662547,Transfer out,Lake Seanton,Tax Evasion,6493127522,Risk,368
2024-10-16,-9651,Account 98031,T773688,Transfer out,Blankenshipmouth,Money Laundering,5147452273,No Risk,4730
2025-01-09,-674,Account 39445,T419044,Transfer out,East Ambermouth,Fraud,8550945831,Risk,0
2024-06-01,-1444,Account 99092,T216876,Transfer out,East Sherry,Money Laundering,1446789623,No Risk,0
2024-07-29,-3022,Account 32067,T691588,Transfer out,North Hannahmouth,Money Laundering,5350824844,No Risk,0
2024-07-19,-4355,Account 107421,T699168,Transfer out,Lake Lisafort,Tax Evasion,1073782023,No Risk,1674
2024-02-08,-7692,Account 86942,T104677,Transfer out,New Raymondview,Fraud,7238999191,No Risk,6298
2024-03-09,-7633,Account 49115,T726317,Transfer out,Port Kevinhaven,Fraud,9520209511,No Risk,0
2024-05-01,-4092,Account 62009,T114783,Transfer out,North Michaelhaven,Tax Evasion,6116110602,No Risk,0
2024-11-08,-7720,Account 56639,T189130,Transfer out,Raymouth,Tax Evasion,6134714456,No Risk,68
2024-08-05,-6523,Account 99407,T880384,Transfer out,North Elizabeth,Money Laundering,9853476402,No Risk,0
2024-07-09,-5791,Account 38470,T378335,Transfer out,Johnsonstad,Fraud,6059120300,No Risk,4103
2024-03-07,-803,Account 5351,T592503,Transfer out,Silvaland,Money Laundering,6393923125,Risk,0
2024-09-06,-9085,Account 23339,T395894,Transfer out,Lindseymouth,Investment Scam,5317764261,No Risk,8220
2024-01-19,-3840,Account 16963,T692386,Transfer out,East Maryport,Fraud,8148678618,No Risk,0
2024-01-19,-4663,Account 106683,T316055,Transfer out,North Russell,Money Laundering,1625567557,No Risk,0
2025-01-04,-8002,Account 92873,T167001,Transfer out,West Bradley,Tax Evasion,4257436431,Risk,5933
2024-03-02,-7715,Account 85960,T363757,Transfer out,New Amber,Investment Scam,3326799657,No Risk,1078
2024-08-15,-6334,Account 7884,T862027,Transfer out,Rogersville,Investment Scam,9756333615,No Risk,1353
2025-01-06,-7292,Account 64296,T512802,Transfer out,Port Ronaldton,Tax Evasion,6411576128,Risk,668
2024-05-10,-6147,Account 56109,T352149,Transfer out,East Bradleyhaven,Money Laundering,9029622080,No Risk,5059
2024-02-24,-8704,Account 90573,T267733,Transfer out,Georgemouth,Money Laundering,4005798318,Risk,7403
2024-07-04,-8605,Account 101285,T627226,Transfer out,Bradyborough,Investment Scam,9119036038,No Risk,5939
2024-05-20,-2108,Account 16430,T332137,Transfer out,North Dianamouth,Money Laundering,7867128858,No Risk,0
2024-12-17,-15,Account 52344,T699126,Transfer out,Dylanhaven,Investment Scam,7646754456,No Risk,0
2024-07-20,-1967,Account 107979,T278948,Transfer out,Stacyborough,Money Laundering,8228358066,No Risk,0
2024-05-12,-8821,Account 66129,T643953,Transfer out,Brittanyshire,Tax Evasion,8237140196,No Risk,7200
2024-11-06,-8306,Account 22258,T208078,Transfer out,Crosshaven,Fraud,3702029591,No Risk,7318
2024-02-18,-1681,Account 87021,T707876,Transfer out,South Michael,Investment Scam,3633465913,No Risk,0
2024-08-15,-4446,Account 63558,T412168,Transfer out,Port Jennifermouth,Tax Evasion,5860291928,No Risk,0
2024-10-05,-9815,Account 92873,T363136,Transfer out,West Angela,Money Laundering,4257436431,No Risk,9201
2024-11-04,-5456,Account 72613,T115105,Transfer out,West Nicole,Tax Evasion,9182946579,No Risk,4187
2024-12-13,-7122,Account 16144,T496906,Transfer out,East Jennaberg,Investment Scam,5549706532,Risk,4017
2024-11-05,-1711,Account 47141,T419871,Transfer out,South Jacquelineton,Fraud,1757310531,No Risk,0
2024-04-07,-510,Account 82916,T242762,Transfer out,Thomasport,Investment Scam,1153435183,Risk,181
2024-05-05,-7609,Account 67436,T474662,Transfer out,Leblancville,Fraud,3526136981,Risk,0
2024-10-30,-1792,Account 60658,T160930,Transfer out,Michaelton,Investment Scam,5767696159,No Risk,0
2024-05-04,-6083,Account 50973,T500851,Transfer out,Jackietown,Money Laundering,5614572905,No Risk,2558
2024-03-31,-1476,Account 57070,T671976,Transfer out,North Josephport,Fraud,2622189299,No Risk,0
2024-08-20,-9358,Account 105438,T987696,Transfer out,Port Devin,Fraud,5900597073,No Risk,8107
2024-08-07,-8391,Account 77175,T498496,Transfer out,Port Robert,Money Laundering,6552582209,No Risk,1967
2024-03-06,-7309,Account 68705,T587169,Transfer out,South Benjamin,Tax Evasion,2327702353,No Risk,350
2024-02-05,-8809,Account 63259,T230911,Transfer out,East Ginashire,Tax Evasion,2235112627,No Risk,8231
2024-03-05,-7124,Account 96940,T674456,Transfer out,South Charlestown,Money Laundering,2177222565,No Risk,357
2024-11-18,-4062,Account 107773,T740772,Transfer out,North Robertbury,Tax Evasion,6143750231,No Risk,0
2024-08-23,-494,Account 15470,T699820,Transfer out,Stacymouth,Tax Evasion,9823203573,Risk,0
2024-09-10,-2609,Account 49652,T120802,Transfer out,Kevinmouth,Investment Scam,5094025222,Risk,1309
2024-04-20,-9944,Account 29479,T584157,Transfer out,Lindseymouth,Investment Scam,6275207093,No Risk,1267
2024-11-12,-9245,Account 105085,T575606,Transfer out,East Emily,Investment Scam,9525879354,No Risk,1218
2024-11-09,-4911,Account 101024,T586394,Transfer out,Lisahaven,Investment Scam,5576247627,Risk,1796
2024-07-15,-7872,Account 33391,T345685,Transfer out,Colemouth,Investment Scam,8554682429,No Risk,1013
2024-01-30,-8834,Account 45193,T514538,Transfer out,Melissatown,Fraud,9877407813,Risk,8535
2024-12-01,-4794,Account 20862,T373905,Transfer out,Scotttown,Fraud,2108575818,No Risk,0
2024-02-20,-8619,Account 5245,T857009,Transfer out,South Mitchell,Fraud,3923319457,No Risk,307
2024-04-19,-4687,Account 65385,T487030,Transfer out,Kaylachester,Tax Evasion,8264385444,No Risk,2790
2024-12-19,-6015,Account 84857,T262522,Transfer out,North Mercedesburgh,Fraud,6293130294,Risk,0
2024-03-30,-3054,Account 40371,T537082,Transfer out,Port Kristenton,Investment Scam,2547637613,No Risk,0
2024-04-18,-6354,Account 15331,T849860,Transfer out,Port Robinchester,Investment Scam,3580300183,Risk,1698
2024-05-19,-6994,Account 35973,T105258,Transfer out,Lake Amy,Tax Evasion,5969729923,No Risk,0
2024-06-22,-4979,Account 29238,T141650,Transfer out,Port Jennifer,Tax Evasion,7383943461,No Risk,4922
2024-06-05,-86,Account 45472,T964057,Transfer out,North Abigail,Investment Scam,1088470837,Risk,0
2024-11-26,-3469,Account 76297,T224263,Transfer out,South Jennifer,Money Laundering,4400004420,Risk,2296
2024-05-10,-5859,Account 61089,T252290,Transfer out,Rachaelland,Investment Scam,2759495244,No Risk,0
2024-06-07,-7898,Account 104815,T177712,Transfer out,Kingmouth,Tax Evasion,3675064926,No Risk,4781
2025-01-15,-7256,Account 24336,T938546,Transfer out,East Michelle,Investment Scam,7885471477,Risk,800
2024-08-26,-7831,Account 102224,T447244,Transfer out,Shawnside,Tax Evasion,5407054422,No Risk,7200
2024-11-04,-172,Account 31853,T556470,Transfer out,Turnerview,Money Laundering,1560651233,No Risk,0
2024-10-02,-6162,Account 84578,T664587,Transfer out,Chenmouth,Investment Scam,6350538458,Risk,1924
2024-09-28,-1197,Account 86170,T299384,Transfer out,South Nicholasmouth,Fraud,2185802255,No Risk,0
2024-09-11,-8774,Account 74582,T601471,Transfer out,North Michael,Investment Scam,2433908772,No Risk,1810
2024-07-10,-2766,Account 88666,T228558,Transfer out,Port Jenniferchester,Investment Scam,2217910922,No Risk,0
2024-04-23,-3074,Account 103323,T596094,Transfer out,Jerryhaven,Tax Evasion,9029259851,Risk,0
2024-02-28,-5656,Account 79975,T269083,Transfer out,New Mackenzie,Money Laundering,3412880397,No Risk,894
2024-01-20,-8477,Account 39938,T797644,Transfer out,Vegafort,Money Laundering,6989534032,No Risk,6300
2024-06-14,-4127,Account 68709,T643638,Transfer out,North Frederickland,Investment Scam,5148038834,No Risk,1887
2024-02-09,-1256,Account 15158,T282358,Transfer out,Williefurt,Tax Evasion,2571146602,No Risk,0
2024-04-08,-3589,Account 77123,T963422,Transfer out,Port Lindsaybury,Money Laundering,9419463977,No Risk,2661
2025-01-04,-5585,Account 98150,T319223,Transfer out,Sandersburgh,Tax Evasion,3707506056,No Risk,0
2024-09-30,-5327,Account 35626,T745358,Transfer out,Port Christinaton,Money Laundering,9051677993,No Risk,1427
2024-08-08,-81,Account 66726,T768084,Transfer out,Rachelburgh,Tax Evasion,3337995656,No Risk,0
2024-08-24,-9111,Account 39194,T697467,Transfer out,Port Ronnieport,Tax Evasion,8333316901,No Risk,7667
2024-06-20,-3374,Account 781,T640769,Transfer out,Heidistad,Money Laundering,1388923758,Risk,0
2024-07-16,-5682,Account 443,T200913,Transfer out,North Sarahville,Money Laundering,7596280454,No Risk,0
2024-09-25,-8392,Account 88327,T961417,Transfer out,Lopezhaven,Investment Scam,2456365460,Risk,2778
2024-04-21,-6255,Account 90787,T924884,Transfer out,New Doris,Fraud,6079140282,No Risk,2965
2024-07-29,-3407,Account 38793,T399305,Transfer out,Angelahaven,Investment Scam,6819697392,No Risk,437
2024-08-14,-1842,Account 72937,T303171,Transfer out,Lake Heidiburgh,Investment Scam,6576979222,No Risk,0
2024-04-01,-6578,Account 32109,T561837,Transfer out,Timothyborough,Money Laundering,6961054570,No Risk,3356
2024-11-23,-6073,Account 61589,T974587,Transfer out,Andrewfurt,Money Laundering,8166350120,No Risk,307
2024-05-18,-717,Account 16954,T173353,Transfer out,West Charlestown,Tax Evasion,2198368628,Risk,0
2024-07-30,-1005,Account 6571,T211111,Transfer out,South Kevin,Money Laundering,5278671320,No Risk,0
2024-02-13,-7605,Account 91193,T594668,Transfer out,South Brenda,Fraud,3711254974,No Risk,2689
2025-01-15,-9323,Account 64947,T477190,Transfer out,Pearsonstad,Investment Scam,6324719566,No Risk,5992
2024-05-23,-8862,Account 10718,T732747,Transfer out,New Pattybury,Tax Evasion,8651222207,No Risk,4446
2024-03-07,-6161,Account 17943,T369982,Transfer out,North Ashley,Fraud,3517226273,Risk,0
2024-05-10,-8438,Account 14120,T333756,Transfer out,Lisaland,Tax Evasion,5786488002,Risk,897
2024-08-19,-9403,Account 71033,T109704,Transfer out,Lake Jacqueline,Investment Scam,3913093010,No Risk,6288
2024-07-16,-9479,Account 67458,T749188,Transfer out,Cynthiamouth,Tax Evasion,5129657754,No Risk,7118
2024-05-18,-5039,Account 19507,T273877,Transfer out,South Davidmouth,Tax Evasion,6998600467,No Risk,0
2024-10-25,-1555,Account 88790,T536039,Transfer out,Port Cindy,Tax Evasion,4971010923,No Risk,0
2024-06-21,-6065,Account 83067,T844603,Transfer out,Lake Sarahtown,Tax Evasion,2790457386,No Risk,5490
2024-06-27,-9819,Account 44561,T701502,Transfer out,West Victor,Investment Scam,9906907578,Risk,1037
2024-02-13,-5061,Account 82649,T544512,Transfer out,Thomasview,Investment Scam,4384163656,Risk,2986
2024-09-04,-4840,Account 64840,T393580,Transfer out,Sarahchester,Investment Scam,7266803349,No Risk,731
2024-07-26,-4486,Account 76742,T734845,Transfer out,West Judith,Money Laundering,5225043505,Risk,0
2024-03-30,-6602,Account 86144,T333840,Transfer out,Danielland,Money Laundering,5274724624,No Risk,5382
2024-12-14,-6013,Account 10889,T308156,Transfer out,New Karen,Investment Scam,2270459324,No Risk,0
2024-12-03,-2009,Account 90439,T886708,Transfer out,Laramouth,Money Laundering,9259788392,No Risk,0
2024-07-20,-3604,Account 51057,T868772,Transfer out,Blanchardville,Tax Evasion,6397277111,No Risk,1374
2024-05-16,-4896,Account 39522,T325572,Transfer out,South Jaredfort,Investment Scam,1655902675,No Risk,3858
2024-01-30,-3445,Account 62464,T637871,Transfer out,West Lindaborough,Fraud,8090807986,No Risk,0
2024-04-10,-2924,Account 63309,T876848,Transfer out,East Michaelchester,Fraud,8925011835,No Risk,0
2024-10-23,-3145,Account 33094,T708630,Transfer out,Aaronburgh,Investment Scam,6977306460,No Risk,0
2024-12-27,-1508,Account 80451,T849901,Transfer out,Lake Robert,Fraud,6903398094,Risk,0
2024-02-09,-2386,Account 83582,T123075,Transfer out,Lake Jerry,Investment Scam,6635833571,No Risk,0
2024-03-14,-6992,Account 16555,T238925,Transfer out,Lake Carolynstad,Money Laundering,1973042768,No Risk,0
2024-04-28,-7144,Account 76007,T178797,Transfer out,East Tracey,Fraud,3684755159,No Risk,6851
2024-05-12,-5147,Account 37638,T329108,Transfer out,West Susan,Investment Scam,4838292281,Risk,5031
2024-03-25,-3173,Account 102993,T311670,Transfer out,Genefurt,Fraud,1023255533,Risk,0
2024-12-07,-3892,Account 12705,T818530,Transfer out,Juanside,Investment Scam,1669514569,No Risk,0
2024-12-21,-1352,Account 85518,T534788,Transfer out,Carterville,Tax Evasion,9148587352,Risk,0
2024-03-16,-9077,Account 8029,T170397,Transfer out,East James,Tax Evasion,2150964097,No Risk,3181
2024-02-21,-5078,Account 20364,T612226,Transfer out,Zacharyhaven,Fraud,5251542819,No Risk,4249
2024-05-30,-8395,Account 84217,T326692,Transfer out,Lake Jasmine,Tax Evasion,6141945906,No Risk,1193
2024-01-19,-2827,Account 73762,T143048,Transfer out,Robertsonshire,Fraud,7795306250,No Risk,0
2024-07-30,-3760,Account 61784,T177935,Transfer out,West David,Investment Scam,2324221137,No Risk,3134
2024-11-07,-43,Account 32519,T750094,Transfer out,Mckenzieshire,Investment Scam,5839056104,No Risk,0
2024-12-19,-2167,Account 29724,T692226,Transfer out,Port Amyburgh,Tax Evasion,5802285112,Risk,0
2024-05-05,-3961,Account 10983,T684322,Transfer out,East Douglas,Fraud,3725664260,No Risk,0
2024-12-05,-3691,Account 76352,T335104,Transfer out,Rodneybury,Investment Scam,3265571498,No Risk,0
2024-05-08,-8411,Account 7635,T275964,Transfer out,Andersonville,Fraud,8247326941,No Risk,8193
2024-10-28,-4129,Account 24466,T877520,Transfer out,New Bob,Tax Evasion,8024751164,No Risk,592
2024-10-09,-3371,Account 73647,T128074,Transfer out,Burchtown,Fraud,8824938648,No Risk,0
2024-01-30,-1393,Account 100102,T910517,Transfer out,New Jennifer,Tax Evasion,1454455868,No Risk,0
2024-10-13,-3930,Account 67151,T493773,Transfer out,North Teresa,Money Laundering,3590594310,No Risk,3801
2024-05-17,-7420,Account 90735,T750478,Transfer out,South Miranda,Investment Scam,9703130563,No Risk,3898
2024-09-01,-4873,Account 11797,T961111,Transfer out,East Matthewbury,Fraud,5001129014,Risk,0
2024-11-06,-6068,Account 90860,T300911,Transfer out,Port Glenfurt,Investment Scam,6827994336,No Risk,1695
2024-03-20,-943,Account 19431,T772518,Transfer out,Jonathanborough,Money Laundering,7711549876,Risk,0
2024-04-27,-1188,Account 43874,T207526,Transfer out,East Richard,Money Laundering,8977907753,No Risk,0
2025-01-03,-3002,Account 25866,T804154,Transfer out,East Kevin,Fraud,3004802455,No Risk,2930
2024-10-09,-7858,Account 106193,T650925,Transfer out,North James,Fraud,1109851372,No Risk,1736
2024-11-16,-5440,Account 96356,T449319,Transfer out,Lewisport,Investment Scam,5316318895,No Risk,1377
2024-07-03,-9069,Account 98074,T157620,Transfer out,Richardberg,Tax Evasion,1229358299,No Risk,6405
2024-12-30,-8178,Account 61911,T568675,Transfer out,Hutchinsonberg,Investment Scam,9665598739,No Risk,3512
2024-08-13,-7501,Account 89030,T158260,Transfer out,Youngport,Investment Scam,1100591554,No Risk,4079
