Date of Transaction,Analyst Name,TransactionID,Account Number,Stage,Status,Transaction Amount,Alert Category
2024-11-03,Whitney Wilson,T984912,7020117782,In Progress,Risk,-7758,Money Laundering
2024-06-02,Kathleen Raymond,T214166,5423285425,Closed-No Risk,Risk,6896,Fraud
2024-07-26,Kari Rhodes,T513171,5170888365,In Progress,Risk,9858,Tax Evasion
2024-03-03,Kathleen Raymond,T300912,9371277062,Closed-No Risk,Risk,1439,Tax Evasion
2024-11-01,Kari Rhodes,T327696,9446110899,Closed-No Risk,Risk,3805,Tax Evasion
2024-08-16,Sheila Brown,T423125,8709632007,Closed-Risk,Risk,-3656,Tax Evasion
2024-12-19,Robin Lowe,T661782,6973734424,In Progress,Risk,8016,Money Laundering
2024-04-29,Ashley Orr,T319048,2099176624,In Progress,Risk,7505,Fraud
2024-08-30,Christine Davis,T618763,5900904319,Closed-No Risk,Risk,2166,Investment Scam
2024-10-23,Kathleen Raymond,T895483,8175360071,In Progress,Risk,2824,Fraud
2024-01-24,Samuel Barry,T449626,7736290850,Closed-No Risk,Risk,-1751,Money Laundering
2024-11-27,Robin Lowe,T232033,5124422550,In Progress,Risk,3517,Tax Evasion
2024-07-25,Martha Anderson,T918889,7741386567,Closed-Risk,Risk,-1838,Fraud
2024-02-24,Ryan Mejia,T267733,4005798318,Closed-No Risk,Risk,-8704,Money Laundering
2024-05-11,Melissa Holt,T162532,9812242323,In Progress,Risk,-9524,Fraud
2024-06-10,Nicole Long,T512481,8107788757,Closed-No Risk,Risk,1274,Money Laundering
2024-12-13,Nicole Long,T512612,7172135888,In Progress,Risk,1249,Tax Evasion
2024-10-11,Ryan Mejia,T161016,2143294670,Closed-Risk,Risk,-2979,Investment Scam
2024-12-05,Samuel Barry,T348849,9236125232,In Progress,Risk,3313,Investment Scam
2024-10-27,Whitney Wilson,T471793,9085799061,In Progress,Risk,-7887,Fraud
2024-09-29,Robin Lowe,T184266,4404826171,Closed-No Risk,Risk,-6275,Fraud
2025-01-07,Melissa Holt,T810095,3778307365,In Progress,Risk,1378,Fraud
2024-03-15,Melissa Holt,T105091,5599911968,Closed-Risk,Risk,-5863,Investment Scam
2024-12-17,Sheila Brown,T610784,1753753129,In Progress,Risk,9773,Tax Evasion
2024-08-04,Donna Snow,T815594,6220799412,Closed-Risk,Risk,3666,Investment Scam
2024-12-10,Christine Davis,T713631,3682057538,In Progress,Risk,-9959,Investment Scam
2024-06-15,Christine Davis,T704347,4011802094,Closed-Risk,Risk,-7696,Investment Scam
2024-06-18,Robin Lowe,T374997,5457389705,Closed-No Risk,Risk,-2185,Tax Evasion
2024-04-11,Samuel Barry,T963223,4760161498,In Progress,Risk,4899,Tax Evasion
2024-07-23,William Melton,T431547,4974579673,Closed-Risk,Risk,5064,Fraud
2024-09-28,Kathleen Raymond,T506269,4730856649,In Progress,Risk,7600,Tax Evasion
2024-08-12,Melissa Holt,T602987,5653047749,Closed-No Risk,Risk,9932,Fraud
2024-06-22,Melissa Holt,T704758,4525219675,In Progress,Risk,7605,Tax Evasion
2025-01-02,Kari Rhodes,T708643,2042738941,In Progress,Risk,9741,Investment Scam
2024-05-10,Kathleen Raymond,T822297,8221375329,Closed-Risk,Risk,2520,Fraud
2024-08-11,Jeffrey Moore,T177222,3836369283,In Progress,Risk,2967,Investment Scam
2024-09-21,Martha Anderson,T949135,1316409922,In Progress,Risk,5882,Fraud
2024-07-07,Nicole Long,T549051,9465567615,In Progress,Risk,4291,Money Laundering
2024-11-27,Kari Rhodes,T252330,9467756084,In Progress,Risk,-8211,Fraud
2024-10-08,Samuel Barry,T128790,9862106515,In Progress,Risk,-5925,Money Laundering
2024-03-04,Kathleen Raymond,T557146,4951134631,Closed-Risk,Risk,-8364,Fraud
2024-03-16,Whitney Wilson,T606300,1050171063,Closed-No Risk,Risk,209,Fraud
2024-12-18,Donna Snow,T272930,8020975501,Closed-Risk,Risk,9826,Money Laundering
2024-07-12,Kari Rhodes,T291944,7115216204,Closed-No Risk,Risk,6133,Investment Scam
2024-04-14,William Melton,T950799,9303438737,Closed-No Risk,Risk,-275,Fraud
2024-09-13,Donna Snow,T614374,2366145931,In Progress,Risk,-1759,Investment Scam
2024-06-04,Ryan Mejia,T677558,2640866576,Closed-No Risk,Risk,5522,Fraud
2024-04-21,Whitney Wilson,T534967,2082968785,In Progress,Risk,1945,Investment Scam
2024-03-19,Ryan Mejia,T191561,9682421293,Closed-Risk,Risk,-2536,Money Laundering
2024-04-27,Nicole Long,T197966,9012607149,Closed-Risk,Risk,-3745,Tax Evasion
2024-07-27,Nicole Long,T935211,4103030582,In Progress,Risk,8343,Investment Scam
2024-04-02,Samuel Barry,T564867,7037847590,Closed-Risk,Risk,-2578,Money Laundering
2024-02-25,Sheila Brown,T196838,9976970204,Closed-No Risk,Risk,651,Tax Evasion
2024-05-18,Robin Lowe,T570796,2365502045,In Progress,Risk,1205,Fraud
2024-06-03,William Melton,T819267,6723603486,In Progress,Risk,-3899,Fraud
2024-12-16,William Melton,T847539,6748019423,In Progress,Risk,-8412,Fraud
2024-09-16,Robin Lowe,T784163,3197665220,In Progress,Risk,-6357,Tax Evasion
2024-10-31,Christine Davis,T194429,2659738009,In Progress,Risk,-3306,Investment Scam
2024-12-16,Ashley Orr,T245554,2610726736,Closed-Risk,Risk,-3171,Tax Evasion
2025-01-02,Sheila Brown,T613270,3128707840,In Progress,Risk,8588,Fraud
2024-07-20,Christine Davis,T243551,4735709135,In Progress,Risk,6184,Money Laundering
2024-03-10,Martha Anderson,T615673,3512090609,Closed-No Risk,Risk,-8473,Fraud
2024-09-08,William Melton,T899136,5384960558,In Progress,Risk,-4314,Investment Scam
2024-02-05,Whitney Wilson,T360923,6762907674,In Progress,Risk,-5169,Fraud
2024-08-13,William Melton,T334839,4338359475,Closed-No Risk,Risk,-2208,Fraud
2024-10-29,Whitney Wilson,T729817,7444345284,Closed-No Risk,Risk,621,Tax Evasion
2024-03-30,Melissa Holt,T285364,6631520169,Closed-Risk,Risk,3149,Money Laundering
2025-01-14,Melissa Holt,T567563,8979930594,Closed-Risk,Risk,2783,Fraud
2024-12-22,Jeffrey Moore,T613219,6956192025,In Progress,Risk,6592,Tax Evasion
2024-08-21,Melissa Holt,T526534,4232558073,In Progress,Risk,9618,Fraud
2024-10-16,Kari Rhodes,T288992,5731495459,In Progress,Risk,5497,Fraud
2024-03-21,Martha Anderson,T392225,7642936187,Closed-No Risk,Risk,-9598,Fraud
2024-03-19,Jeffrey Moore,T824355,8740536563,In Progress,Risk,-63,Investment Scam
2024-09-28,William Melton,T678712,4486651629,In Progress,Risk,6832,Tax Evasion
2024-02-26,Melissa Holt,T179486,3385315383,Closed-No Risk,Risk,6447,Money Laundering
2024-10-20,Sheila Brown,T974239,8333562227,Closed-No Risk,Risk,-5255,Investment Scam
2024-04-22,Donna Snow,T138552,8826008257,Closed-No Risk,Risk,8784,Money Laundering
2024-07-03,Donna Snow,T984113,6243044898,In Progress,Risk,7423,Fraud
2024-02-09,Ashley Orr,T910039,8915956292,Closed-No Risk,Risk,5196,Tax Evasion
2024-02-19,Ryan Mejia,T390840,8700711432,Closed-No Risk,Risk,9970,Money Laundering
2024-06-01,Kathleen Raymond,T697890,1231905978,Closed-No Risk,Risk,6998,Investment Scam
2024-11-11,Ryan Mejia,T609341,5326558835,Closed-No Risk,Risk,9153,Fraud
2024-10-25,Melissa Holt,T534736,2894502616,Closed-Risk,Risk,-3798,Investment Scam
2024-02-12,William Melton,T824020,3468379877,Closed-No Risk,Risk,-3753,Money Laundering
2024-05-03,Robin Lowe,T942664,4134117168,Closed-No Risk,Risk,7739,Fraud
2024-05-28,Ryan Mejia,T586205,1344196391,Closed-Risk,Risk,864,Fraud
2024-04-05,Whitney Wilson,T102874,6999284542,In Progress,Risk,-5264,Money Laundering
2024-02-18,Ashley Orr,T172441,1586707126,Closed-Risk,Risk,-3394,Tax Evasion
2024-04-26,Ashley Orr,T156722,4627280112,In Progress,Risk,-7480,Investment Scam
2024-12-27,Christine Davis,T475494,6696506232,In Progress,Risk,4718,Investment Scam
2024-04-16,Kathleen Raymond,T238084,7238183524,Closed-No Risk,Risk,-7326,Tax Evasion
2024-03-18,Melissa Holt,T629227,2902555766,Closed-Risk,Risk,-3854,Tax Evasion
2024-10-01,Ashley Orr,T186266,2335558515,Closed-No Risk,Risk,-9342,Fraud
2024-06-26,Christine Davis,T481550,7792042277,Closed-No Risk,Risk,-8809,Fraud
2024-03-30,Martha Anderson,T653986,8906262756,Closed-No Risk,Risk,3927,Money Laundering
2024-04-07,Robin Lowe,T459484,2388101426,In Progress,Risk,9402,Tax Evasion
2024-02-24,Melissa Holt,T497156,2192072667,Closed-No Risk,Risk,829,Fraud
2024-05-25,Nicole Long,T273617,2102665110,Closed-No Risk,Risk,3049,Money Laundering
2024-04-04,Kari Rhodes,T280122,3146902658,Closed-No Risk,Risk,-6563,Investment Scam
2024-08-03,Sheila Brown,T113726,6974793915,Closed-No Risk,Risk,-3449,Fraud
2024-06-20,Ashley Orr,T787259,7398352007,In Progress,Risk,6452,Investment Scam
2024-03-17,Nicole Long,T418524,1619335607,In Progress,Risk,8655,Tax Evasion
2024-11-24,Jeffrey Moore,T920510,2108211166,Closed-No Risk,Risk,-387,Investment Scam
2024-03-12,Whitney Wilson,T446960,8734760994,In Progress,Risk,-1540,Investment Scam
2024-05-15,Kathleen Raymond,T564313,7583828624,In Progress,Risk,8103,Fraud
2024-05-29,Donna Snow,T732245,1208258758,Closed-Risk,Risk,5958,Fraud
2025-01-11,Kari Rhodes,T225857,9214878871,In Progress,Risk,-6897,Tax Evasion
2024-12-13,Whitney Wilson,T496906,5549706532,Closed-No Risk,Risk,-7122,Investment Scam
2024-03-13,Kathleen Raymond,T190744,5834601433,In Progress,Risk,-4929,Tax Evasion
2024-11-27,Melissa Holt,T685626,2238826494,In Progress,Risk,-7913,Investment Scam
2024-09-23,Donna Snow,T609658,3262852184,In Progress,Risk,-2310,Fraud
2024-05-21,Donna Snow,T219814,4544674013,In Progress,Risk,-8064,Money Laundering
2024-07-28,Kathleen Raymond,T910247,1505584383,Closed-No Risk,Risk,-1079,Fraud
2024-04-07,Sheila Brown,T506083,1828000506,Closed-Risk,Risk,-2953,Tax Evasion
2024-12-08,Kathleen Raymond,T451142,6330179690,Closed-Risk,Risk,-9744,Fraud
2024-06-09,Kari Rhodes,T926316,4719910007,Closed-No Risk,Risk,-7536,Investment Scam
2024-03-10,Robin Lowe,T681421,7887410943,Closed-No Risk,Risk,2679,Money Laundering
2024-12-31,Jeffrey Moore,T640103,1833573038,In Progress,Risk,-985,Tax Evasion
2024-02-23,Nicole Long,T224537,6517150375,In Progress,Risk,2921,Investment Scam
2024-09-29,Donna Snow,T216622,6648321459,Closed-No Risk,Risk,-3995,Tax Evasion
2024-10-04,Samuel Barry,T441949,6114648621,Closed-Risk,Risk,1270,Tax Evasion
2024-07-05,Whitney Wilson,T774107,1037137231,Closed-Risk,Risk,-5193,Tax Evasion
2024-07-19,Martha Anderson,T191059,4784038648,Closed-Risk,Risk,-353,Tax Evasion
2024-04-07,Whitney Wilson,T242762,1153435183,Closed-Risk,Risk,-510,Investment Scam
2024-05-05,Robin Lowe,T474662,3526136981,In Progress,Risk,-7609,Fraud
2024-03-09,Jeffrey Moore,T194873,6927959207,In Progress,Risk,-734,Tax Evasion
2024-07-25,Kari Rhodes,T122754,7602819562,In Progress,Risk,725,Investment Scam
2024-12-17,Jeffrey Moore,T317380,8663601790,In Progress,Risk,-8068,Money Laundering
2024-08-31,Kari Rhodes,T675869,9380793831,In Progress,Risk,1793,Investment Scam
2024-08-25,Whitney Wilson,T782394,1272480265,In Progress,Risk,7069,Investment Scam
2024-11-12,Kari Rhodes,T527728,3549304460,In Progress,Risk,3203,Investment Scam
2024-09-22,Robin Lowe,T667291,9051677993,Closed-Risk,Risk,2624,Tax Evasion
2024-03-08,Jeffrey Moore,T811012,8747490141,Closed-No Risk,Risk,-6553,Tax Evasion
2024-09-19,Kari Rhodes,T239644,4663032546,Closed-Risk,Risk,3038,Investment Scam
2024-06-09,Martha Anderson,T956467,3078055757,In Progress,Risk,-4320,Investment Scam
2025-01-13,Nicole Long,T466475,3808294396,In Progress,Risk,9212,Fraud
2024-05-10,Sheila Brown,T257322,8523848385,Closed-No Risk,Risk,5008,Fraud
2024-03-01,Robin Lowe,T812247,6992780458,Closed-Risk,Risk,9286,Investment Scam
2024-03-02,Kathleen Raymond,T965287,1479900285,Closed-Risk,Risk,-5551,Money Laundering
2024-02-04,Melissa Holt,T323533,1445637351,Closed-Risk,Risk,9196,Fraud
2024-04-26,Samuel Barry,T269582,5500141539,In Progress,Risk,7168,Investment Scam
2025-01-14,Martha Anderson,T416573,8609337716,In Progress,Risk,-1577,Money Laundering
2024-07-20,Whitney Wilson,T171487,6278886935,In Progress,Risk,5623,Fraud
2024-07-31,Sheila Brown,T285603,6808506933,In Progress,Risk,5900,Investment Scam
2024-02-02,Samuel Barry,T954880,6522556145,Closed-Risk,Risk,4773,Fraud
2024-03-18,Kari Rhodes,T201512,1035436876,Closed-No Risk,Risk,3860,Investment Scam
2024-06-24,Christine Davis,T106566,8144325587,In Progress,Risk,9484,Fraud
2024-02-26,William Melton,T629489,2294038932,Closed-No Risk,Risk,3496,Tax Evasion
2024-06-24,Melissa Holt,T612317,1280961393,In Progress,Risk,-7262,Fraud
2025-01-05,Melissa Holt,T304594,5955714372,In Progress,Risk,-2899,Money Laundering
2024-07-29,Sheila Brown,T136015,9002044993,In Progress,Risk,-4647,Investment Scam
2024-09-15,Samuel Barry,T758801,3600420530,Closed-Risk,Risk,7709,Tax Evasion
2024-09-19,Ryan Mejia,T520812,2543635855,In Progress,Risk,-7339,Fraud
2024-03-05,Robin Lowe,T402803,4800098431,Closed-No Risk,Risk,-6536,Fraud
2024-12-12,Samuel Barry,T960292,2900681467,Closed-No Risk,Risk,-5364,Fraud
2024-01-27,Kathleen Raymond,T998924,7713473508,Closed-No Risk,Risk,-1391,Investment Scam
2024-11-25,Kari Rhodes,T501430,8450986871,Closed-No Risk,Risk,-5879,Tax Evasion
2024-09-18,Ashley Orr,T455065,8903906044,In Progress,Risk,1658,Fraud
2024-03-18,Ashley Orr,T528973,1231601618,Closed-No Risk,Risk,5988,Money Laundering
2024-09-12,Jeffrey Moore,T392436,4007361550,In Progress,Risk,4587,Fraud
2024-03-14,Martha Anderson,T566407,3715323493,Closed-No Risk,Risk,6636,Tax Evasion
2024-05-30,Melissa Holt,T223463,9955225040,Closed-Risk,Risk,8832,Investment Scam
2024-11-19,Kari Rhodes,T582973,4143892568,Closed-Risk,Risk,-6448,Investment Scam
2024-04-25,Kathleen Raymond,T814826,8356597232,In Progress,Risk,-5835,Investment Scam
2024-02-17,Robin Lowe,T861913,4023903670,Closed-Risk,Risk,3392,Tax Evasion
2024-05-27,Samuel Barry,T226354,5137750015,In Progress,Risk,-6690,Money Laundering
2024-11-02,Samuel Barry,T269888,2967733140,Closed-No Risk,Risk,8625,Tax Evasion
2024-04-11,Melissa Holt,T420344,4989218500,Closed-No Risk,Risk,-2777,Money Laundering
2024-02-19,Samuel Barry,T885204,7782160745,Closed-No Risk,Risk,1948,Tax Evasion
2024-11-13,Nicole Long,T977628,8248208568,In Progress,Risk,-4484,Tax Evasion
2024-11-11,Donna Snow,T983258,1088943103,Closed-No Risk,Risk,-5619,Fraud
2024-05-15,Martha Anderson,T364685,6219895166,In Progress,Risk,9450,Money Laundering
2024-04-26,Kari Rhodes,T884298,5944152457,In Progress,Risk,-8445,Money Laundering
2024-10-07,Kari Rhodes,T864818,6527518750,In Progress,Risk,-3540,Tax Evasion
2024-11-27,Christine Davis,T483529,4370479837,In Progress,Risk,9417,Fraud
2025-01-02,Robin Lowe,T529128,9627901742,Closed-No Risk,Risk,3787,Money Laundering
2024-04-29,Donna Snow,T240717,1262299208,Closed-No Risk,Risk,6322,Fraud
2024-03-07,Robin Lowe,T747940,6125433038,Closed-No Risk,Risk,-5274,Fraud
2024-06-14,Kari Rhodes,T144215,4235072696,Closed-No Risk,Risk,4120,Investment Scam
2024-04-23,Sheila Brown,T544382,2353217124,Closed-Risk,Risk,5668,Fraud
2024-12-15,Melissa Holt,T888365,2820358642,In Progress,Risk,3500,Tax Evasion
2025-01-12,Martha Anderson,T747875,6886358163,Closed-Risk,Risk,944,Fraud
2024-12-15,Sheila Brown,T314189,1754738133,Closed-No Risk,Risk,-3438,Investment Scam
2024-06-07,Jeffrey Moore,T782217,3942553014,Closed-Risk,Risk,3454,Fraud
2024-11-09,Christine Davis,T357237,9424668222,Closed-No Risk,Risk,5165,Money Laundering
2024-09-13,Robin Lowe,T285252,5735852524,In Progress,Risk,8698,Money Laundering
2024-05-06,Melissa Holt,T141577,5211427616,In Progress,Risk,9270,Tax Evasion
2024-04-09,Martha Anderson,T266001,1791964805,Closed-No Risk,Risk,-3442,Investment Scam
2024-06-06,Whitney Wilson,T357384,5189448237,Closed-No Risk,Risk,4229,Fraud
2024-03-21,Ryan Mejia,T659470,5280103768,Closed-No Risk,Risk,-7602,Tax Evasion
2024-10-28,Sheila Brown,T724591,2426110960,Closed-Risk,Risk,-9840,Money Laundering
2024-12-12,Martha Anderson,T759557,2460789101,Closed-No Risk,Risk,7658,Fraud
2024-06-27,Donna Snow,T291769,5374896425,In Progress,Risk,8368,Tax Evasion
2024-09-27,Melissa Holt,T996070,5283584876,Closed-No Risk,Risk,-1853,Tax Evasion
2024-11-05,Ryan Mejia,T319808,2246066679,Closed-No Risk,Risk,-2184,Tax Evasion
2024-03-29,Robin Lowe,T340478,3820786901,In Progress,Risk,-238,Fraud
2024-06-26,Melissa Holt,T167780,3989831969,Closed-No Risk,Risk,-1440,Tax Evasion
2024-08-23,Kari Rhodes,T699820,9823203573,Closed-No Risk,Risk,-494,Tax Evasion
2024-09-10,Melissa Holt,T120802,5094025222,In Progress,Risk,-2609,Investment Scam
2024-03-20,William Melton,T494688,6867960266,In Progress,Risk,-757,Investment Scam
2024-12-29,Christine Davis,T180464,8120886537,In Progress,Risk,-6485,Fraud
2025-01-08,Samuel Barry,T626779,5433082426,In Progress,Risk,6329,Investment Scam
2024-08-02,Kathleen Raymond,T730997,8470272875,Closed-Risk,Risk,-3298,Fraud
2024-06-14,Melissa Holt,T704234,9185256890,In Progress,Risk,-6978,Tax Evasion
2024-01-18,Sheila Brown,T363478,8212223974,In Progress,Risk,2039,Fraud
2024-12-19,Martha Anderson,T505307,9754499065,Closed-No Risk,Risk,-2390,Money Laundering
2024-02-04,Whitney Wilson,T449962,2141078108,Closed-No Risk,Risk,-8142,Investment Scam
2024-11-26,William Melton,T486296,3443480197,In Progress,Risk,1055,Fraud
2024-09-25,Robin Lowe,T180074,1451978614,Closed-No Risk,Risk,-6435,Investment Scam
2024-07-15,Christine Davis,T711733,1059162213,Closed-Risk,Risk,7577,Tax Evasion
2024-06-09,Sheila Brown,T889114,5082251368,Closed-No Risk,Risk,6147,Money Laundering
2024-03-22,Nicole Long,T958001,1593892123,Closed-Risk,Risk,3821,Money Laundering
2024-03-17,Melissa Holt,T756982,4865292735,Closed-No Risk,Risk,6367,Investment Scam
2024-09-07,Jeffrey Moore,T361833,8836379632,In Progress,Risk,-4325,Money Laundering
2024-11-02,Samuel Barry,T453033,5833714556,Closed-No Risk,Risk,4974,Tax Evasion
2024-04-29,Martha Anderson,T884457,1499759479,Closed-Risk,Risk,8508,Investment Scam
2024-07-12,William Melton,T408517,6677207266,In Progress,Risk,2081,Tax Evasion
2024-07-16,Kari Rhodes,T210437,1922969834,Closed-No Risk,Risk,-334,Money Laundering
2024-03-27,Kari Rhodes,T675126,8195151640,In Progress,Risk,771,Money Laundering
2024-09-12,Donna Snow,T724041,7875095653,In Progress,Risk,2302,Investment Scam
2024-06-04,Christine Davis,T287936,5455476865,In Progress,Risk,5044,Tax Evasion
2024-09-22,Samuel Barry,T384794,8326121969,Closed-Risk,Risk,-9269,Fraud
2024-08-20,Ashley Orr,T286561,5481570642,In Progress,Risk,2215,Tax Evasion
2024-04-12,Samuel Barry,T153699,9301847240,In Progress,Risk,-4614,Tax Evasion
2024-07-23,Kathleen Raymond,T602676,8994596508,Closed-No Risk,Risk,6522,Money Laundering
2024-02-22,Kari Rhodes,T411632,5584267382,Closed-No Risk,Risk,-3954,Money Laundering
2024-08-22,Christine Davis,T275830,4561975092,In Progress,Risk,9199,Tax Evasion
2024-07-22,Kathleen Raymond,T837546,8281712111,Closed-Risk,Risk,-6750,Tax Evasion
2024-06-08,Robin Lowe,T287382,6200919773,In Progress,Risk,-8582,Money Laundering
2024-08-21,Donna Snow,T269164,2998947655,In Progress,Risk,3846,Tax Evasion
2024-11-26,Sheila Brown,T381144,7670914736,In Progress,Risk,8462,Money Laundering
2024-03-14,Samuel Barry,T101930,1941063313,Closed-No Risk,Risk,7591,Tax Evasion
2024-11-09,Martha Anderson,T317547,3999062846,Closed-No Risk,Risk,-522,Fraud
2024-11-09,Kari Rhodes,T586394,5576247627,In Progress,Risk,-4911,Investment Scam
2024-09-05,Samuel Barry,T257657,9809921584,Closed-No Risk,Risk,-1629,Investment Scam
2024-05-26,Ashley Orr,T903062,9077696348,Closed-No Risk,Risk,4105,Money Laundering
2024-04-09,Martha Anderson,T284280,1946732567,Closed-Risk,Risk,-6272,Investment Scam
2025-01-01,Kathleen Raymond,T605615,9586679230,Closed-No Risk,Risk,1438,Fraud
2024-04-23,Ashley Orr,T221238,8874801073,In Progress,Risk,-7777,Money Laundering
2024-07-27,Donna Snow,T787517,4300792045,Closed-Risk,Risk,6569,Fraud
2024-01-30,Christine Davis,T514538,9877407813,Closed-No Risk,Risk,-8834,Fraud
2024-03-14,Donna Snow,T625924,6532869233,Closed-Risk,Risk,9815,Investment Scam
2024-12-01,Robin Lowe,T871528,9745639037,In Progress,Risk,6567,Tax Evasion
2024-09-25,Whitney Wilson,T184689,5834224296,In Progress,Risk,7607,Tax Evasion
2024-03-02,Whitney Wilson,T765593,9554074233,In Progress,Risk,-9837,Tax Evasion
2024-07-17,Whitney Wilson,T104251,1020225853,In Progress,Risk,3679,Money Laundering
2024-06-22,Martha Anderson,T871571,7856376761,Closed-Risk,Risk,-5976,Investment Scam
2024-06-01,Christine Davis,T844322,6130260404,Closed-No Risk,Risk,-9162,Investment Scam
2024-03-11,Ashley Orr,T139940,9965225815,Closed-No Risk,Risk,3826,Money Laundering
2024-02-13,Samuel Barry,T266532,8312305030,Closed-Risk,Risk,-8893,Fraud
2024-03-16,Ryan Mejia,T519035,4661010891,Closed-Risk,Risk,-2752,Money Laundering
2024-10-23,Christine Davis,T836381,4123297038,In Progress,Risk,460,Money Laundering
2024-06-06,Samuel Barry,T450983,3116001145,Closed-Risk,Risk,3449,Investment Scam
2024-03-14,Jeffrey Moore,T912190,4837389588,Closed-Risk,Risk,4425,Tax Evasion
